BusinessName,DBAName,Address,City,State,Zip,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Property_ID,Location
Earl of Sandwich,,1 Charles,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,1/6/12 8:36,10000000000,29470,"(42.351541, -71.067431)"
Earl of Sandwich,,300 Logan Airport Trmnl E,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2/26/09 9:16,10000000000,,"(42.3594, -71.0587)"
East Boston Pop Warner,,143 Porter,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,9/4/13 13:57,18572581868,344495,"(42.3594, -71.0587)"
East Roof Production Kitchen,,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,9/15/10 9:34,16175523181,172185,"(42.336249, -71.166434)"
Eddy's Restaurant,,2249 Washington,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,6/27/07 15:13,16174271076,144479,"(42.330764, -71.083344)"
EGLESTON PIZZA,,3080 Washington,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,17813200097,144616,"(42.31545, -71.09841)"
El Centro,,474 SHAWMUT ,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16172625708,,"(42.3594, -71.0587)"
EL CHALAN,,405 Chelsea,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16170000000,30547,"(42.379767, -71.027)"
El Dugout,,122 Seaver,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,9/26/12 10:19,16174425515,124142,"(42.30992, -71.09152)"
EL EMBAJADOR RESTAURANT,,3371 Washington,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10005226812,144910,"(42.3091, -71.10514)"
El Paso Enchiladas,,1 FANEUIL HALL MKT PL,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,4/1/07 11:41,16175300365,,"(42.3594, -71.0587)"
El Pelon,,2193 Commonwealth,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2/26/10 9:55,10000000000,39669,"(42.340294, -71.166405)"
El Pelon Taqueria,,84 Peterborough,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2/25/11 10:22,16172629090,168718,"(42.343077, -71.09911)"
El Rinconcito,,226 Sumner,East  Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,9/21/12 8:31,16175680028,342947,"(42.3594, -71.0587)"
El Triunfo Restaurant,,147 Berkeley,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,5/10/07 9:17,16175428499,15102,"(42.3435, -71.0648)"
ELITE DONUT SHOP,,350 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16175679278,155679,"(42.379626, -71.026928)"
Emack & Bolio,,100 Legends,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,8/6/07 12:34,16175924424,,"(42.3594, -71.0587)"
Emack & Bolio,,144 Brookline,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/23/07 10:45,16175290513,,"(42.3594, -71.0587)"
Emack & Bolio's,,1 Chelsea,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,3/25/10 13:16,16172322753,163254,"(42.3712, -71.061707)"
Emack & Bolio's,,255 State,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16173670220,158086,"(42.359417, -71.051129)"
Emack & Bolio's,,290 Newbury,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/31/07 10:23,10000000000,101525,"(42.34882, -71.08456)"
EMC Inseat,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/25/11 10:42,10000000000,,"(42.3594, -71.0587)"
EMILIOS PIZZA & SUBS,,536 Tremont,Roxbury,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16174234083,155722,"(42.344289, -71.07056)"
Empanada's House,,202 Humboldt,Dorchester,MA,2119,Active,FT,Eating & Drinking w/ Take Out,1/11/12 8:39,16178177510,156721,"(42.312609, -71.089679)"
EMZ PIZZA AND ICE CREAM,,5 BOWDOIN,DORCHESTER,MA,2121,Active,FT,Eating & Drinking w/ Take Out,1/11/07 8:41,16174279404,,"(42.3594, -71.0587)"
Equal Exchange,,226 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,8/21/08 10:12,17173304188,26499,"(42.36664, -71.05943)"
Equinox Cafe,,131 Dartmouth,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,11/21/11 9:16,16175788918,46311,"(42.34682, -71.07543)"
Esperia Grill & Rotisserie,,344 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,8/27/07 10:36,16172548337,143521,"(42.348845, -71.152913)"
Espessomente,,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,4/28/09 10:38,10000000000,,"(42.3594, -71.0587)"
Espresso Pizza,,1829 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,12/3/12 10:42,16173230625,157306,"(42.286998, -71.153789)"
ETHEL & ANDY'S SUB SHOP,,134 K,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172699775,157562,"(42.338232, -71.037339)"
Express Cafe  Inc.,,1127 Harrison,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,4/1/10 8:39,16174422282,157231,"(42.330446, -71.08203)"
Express Pizzeria,,3381 Washington,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,2/22/13 10:24,16179428968,144913,"(42.30884, -71.10539)"
Falafel King,,262 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,8/24/12 10:36,16172276400,330779,"(42.35774, -71.05784)"
Falafel King,,48 Winter,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177709020,155968,"(42.355863, -71.061898)"
Fan Fan Bakery,,765A Morton,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,4/16/13 10:08,16179551636,167834,"(42.283304, -71.089588)"
FAST EDDIE'S,,1696 COMMONWEALTH ,BRIGHTON,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177130143,,"(42.3594, -71.0587)"
Fazenda Cafe,,3710 Washington,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,4/15/11 12:50,16179719711,144975,"(42.30025, -71.11308)"
Fenway Cafe,,61 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/18/10 10:44,16172621020,156512,"(42.347163, -71.099081)"
FIGARO'S BOSTON DELICATESSEN,,105 Beach,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16174262121,9279,"(42.35071, -71.05826)"
FILL A BUSTER,,130 Bowdoin,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,10005238164,17550,"(42.35857, -71.06258)"
Finagle A Bagel,,1 CENTER PLAZA,BOSTON,MA,2108,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172138400,,"(42.3594, -71.0587)"
Finagle A Bagel,,275 Cambridge,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172138400,155973,"(42.361357, -71.068227)"
FINAGLE-A-BAGEL,,535 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16172138400,18338,"(42.35087, -71.07558)"
Fins Sushi & Grill  Inc.,,354 Chestnut Hill,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,9/10/07 13:55,16177310018,31866,"(42.33691, -71.15157)"
Fiorella's Express,,2 Tremont,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,4/15/10 14:55,16177830999,154803,"(42.350616, -71.172334)"
Fiouna's,,90 Peterborough,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,10/18/12 13:03,16174582115,156232,"(42.343074, -71.099029)"
Firehouse Subs,,543 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,6/8/12 10:43,17813071106,18339,"(42.35078, -71.07581)"
First Bite Pizza and Grill,,76 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,1/24/14 9:30,16177822228,157279,"(42.352394, -71.12881)"
Fisher College Cafe,,118 Beacon,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,7/14/11 9:24,16179088096,9518,"(42.35525, -71.07414)"
Fisherman's Net,,300 FANEUIL HALL MARKET,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,7/16/07 11:30,17814750361,,"(42.3594, -71.0587)"
Five Guys Burgers & Fries,,261 Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,9/6/12 10:52,19789693772,341004,"(42.342036, -71.086429)"
Five Star Pizza & Grill,,614 Gallivan,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,9/9/08 14:41,16178255554,62378,"(42.283597, -71.050828)"
Flame Cafe,,2 Oliver,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,9/9/13 11:19,18572399527,157798,"(42.357262, -71.054578)"
FLAMERS CHARBROILED,,800 Boylston,Boston,MA,2199,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,15083804803,157244,"(42.347296, -71.081457)"
FLAMES RESTAURANT,,663 Morton,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175949827,97755,"(42.28521, -71.09331)"
FLAMES RESTAURANT,,746 Huntington,Mission Hill,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16175949827,156872,"(42.333629, -71.105491)"
FLAMES RESTAURANT III  INC.,,469 BLUE HILL ,DORCHESTER,MA,2121,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16175949827,,"(42.3594, -71.0587)"
Flat Black Coffee Co.  Ltd.,,50 Broad,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,10000000000,20471,"(42.358, -71.05376)"
FLAT BLACK COFFEE CO. LTD.,,1170 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16177315482,156190,"(42.272412, -71.068339)"
Flat Black Coffee Company,,1906 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,6/6/08 10:46,10000000000,,"(42.3594, -71.0587)"
FLIK INTERNATIONAL,,60 State,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16175265403,130427,"(42.35927, -71.05643)"
Flik International @ Merck & Co.,,33 Avenue Louis Pasteur,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2/24/12 15:05,16179922274,6851,"(42.339769, -71.103259)"
Flik International Kiosk #3@Fidelity Investments,,245 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/7/13 9:35,16172270679,131985,"(42.351395, -71.053852)"
Flik@Suffolk Construction,,65 Allerton,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16175174260,2306,"(42.32824, -71.0701)"
Flour Bakery & Cafe,,12 Farnsworth,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,1/19/07 10:59,16173384333,56390,"(42.35137, -71.04881)"
FLOUR BAKERY & CAFE,,1595 Washington,Roxbury,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172674300,157458,"(42.338323, -71.07488)"
Fomu,,477 Cambridge,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,4/5/12 10:58,10000000000,25142,"(42.3538, -71.13733)"
Fomu,,615 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,11/9/12 11:02,10000000000,28139,"(42.31435, -71.11429)"
FOOD WALL CHINESE,,387 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16175246636,28018,"(42.32228, -71.10956)"
FOREST HILLS PIZZA,,3722 Washington,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16175245548,156254,"(42.299986, -71.113271)"
Foumami,,225 Franklin,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,5/14/09 11:28,17189388302,,"(42.3594, -71.0587)"
Fox Sports Sky Box Us Air,,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/10/07 12:10,16174386338,,"(42.3594, -71.0587)"
Fresh City,,100 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,4/29/10 12:04,16036823082,341357,"(42.364539, -71.021817)"
Fresh Life Cafe @ Tuft's Medical Ctr.,,750 Washington,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,10/17/11 9:01,16176369820,158017,"(42.350078, -71.063059)"
Fresh Mango,,32 Bromfield,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,5/10/11 10:52,18575230911,21784,"(42.3567, -71.06045)"
Frio Rico,,360 Bennington,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/10/07 12:51,18577537461,14723,"(42.37985, -71.02658)"
Friturilandia & Grill,,962 Blue Hill,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,3/31/07 12:49,10000000000,156966,"(42.291968, -71.08805)"
Frog Pond Boston @ Boston Common,,   , ,MA,,Active,FT,Eating & Drinking w/ Take Out,4/7/11 9:36,16176352120,,"(42.3594, -71.0587)"
Frosty Freeze,,530 AMER LEGION ,ROSLINDALE,MA,2131,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16175249344,,"(42.3594, -71.0587)"
Froyo World,,157 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,9/7/12 10:28,16178179370,156860,"(42.351554, -71.13189)"
Fro-zen-yo,,277 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,4/2/13 9:43,17819744034,144543,"(42.357616, -71.058386)"
Fruitata Inc.,,800 Boylston,Boston,MA,2199,Active,FT,Eating & Drinking w/ Take Out,8/13/13 9:55,16179826147,157244,"(42.347296, -71.081457)"
Fruitee Yogurt,,1916 Beacon,Brighton,MA,2146,Active,FT,Eating & Drinking w/ Take Out,5/10/12 13:17,19176225725,10005,"(42.336567, -71.149001)"
Fuddruckers (Space 7),,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,17818443529,,"(42.3594, -71.0587)"
GALLERIA UMBERTO,,287 Hanover,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,10000000000,69100,"(42.36372, -71.05425)"
GAME-ON,,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16172680233,,"(42.3594, -71.0587)"
Garlic 'N Lemons,,133 HARVARD ,ALLSTON,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/4/09 10:05,10000000000,,"(42.3594, -71.0587)"
GEB - 2,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/27/07 18:58,10000000000,,"(42.3594, -71.0587)"
GEC/GEB,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/16/08 10:40,16175366683,,"(42.3594, -71.0587)"
Gelateria,,270 Hanover,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,8/23/07 9:17,16177204243,69076,"(42.36382, -71.05468)"
Genki Ya of Boston,,232 Tremont,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16173388686,158131,"(42.351219, -71.064646)"
GIDDY UP GRILL,,1 FRANKLIN PARK,BOSTON,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16179892007,,"(42.3594, -71.0587)"
Gigi Gelateria,,64 Cross,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,5/8/09 13:05,16177204243,155710,"(42.362948, -71.055959)"
GM1,,4 YAWKEY,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/28/07 11:45,16175366683,,"(42.3594, -71.0587)"
Golden House (Washington St.),,4403 Washington,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,12/28/10 13:26,16173238239,145224,"(42.281631, -71.133554)"
GOOD EAST PIZZA,,1002 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16174420999,157216,"(42.336821, -71.084559)"
Gourmet Eatery,,70 Tyler,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,11/13/13 14:38,18572229022,155947,"(42.349248, -71.061208)"
GOURMET INDIA,,200 Faneuil Hall Market,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,6/30/11 9:28,17817899096,,"(42.3594, -71.0587)"
Gourmet On The Fly,,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,17818443529,,"(42.3594, -71.0587)"
Grass Roots Cafe,,101 Arch,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,7/12/13 7:59,16179512124,179021,"(42.355, -71.0587)"
Grasshopper Creamery,,1 Faneuil Hall,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,4/13/12 8:15,10000000000,154256,"(42.360028, -71.056245)"
GREAT BARBECU INC.,,15 Hudson,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,5/10/07 14:14,16177288699,75854,"(42.35074, -71.06023)"
Great Chef,,390 Chelsea,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,10005693100,158143,"(42.379493, -71.02791)"
Great Wok,,1284 Massachusetts,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,9/5/07 14:09,16172881078,91960,"(42.32103, -71.06171)"
Green Express,,300 Terminal,East Boston/,MA,2128,Active,FT,Eating & Drinking w/ Take Out,9/6/12 9:19,16175671112,341352,"(42.3594, -71.0587)"
Green T Coffee Shop,,754 Huntington,Mission Hill,MA,2115,Active,FT,Eating & Drinking w/ Take Out,11/10/11 9:07,10000000000,76421,"(42.333487, -71.105724)"
GREENHILLS BAKERY,,780 Adams,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16178258188,967,"(42.28327, -71.05557)"
GRIDDLER'S BURGERS & DOGS,,204 Cambridge,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/27/09 10:57,16172272094,25253,"(42.36096, -71.06586)"
Grille 705,,705 Massachusetts,BOSTON,MA,2118,Active,FT,Eating & Drinking w/ Take Out,1/4/08 11:02,17819560151,,"(42.3594, -71.0587)"
Guckenheimer @ Berkeley Cafe,,200 Berkeley,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16172750264,156187,"(42.35006, -71.072919)"
Guckenheimer/Wellington Management(31st Fl),,280 Congress,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/17/10 14:25,16172750264,,"(42.3594, -71.0587)"
Guru The Caterer,,185 Devonshire,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,1/5/10 11:38,10000000000,158856,"(42.355943, -71.057564)"
Gyro City,,84 Peterborough,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,3/6/14 12:46,16172664976,168718,"(42.343077, -71.09911)"
Habanero Salvadorian & Mexican Grill,,166 BRIGHTON ,ALLSTON,MA,2134,Active,FT,Eating & Drinking w/ Take Out,4/23/09 10:40,16174129326,,"(42.3594, -71.0587)"
Hafun Cafe,,37 Roxbury,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,3/18/11 11:29,10000000000,119182,"(42.329699, -71.085422)"
Halal Indian Cuisine,,724 Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,5/13/08 8:11,16179356701,76411,"(42.333841, -71.105038)"
HALF TIME,,113 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,16177204578,155699,"(42.365054, -71.061409)"
Handy & Person Catering,,781 Adams,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,9/27/13 8:38,16173793749,968,"(42.283394, -71.055886)"
Happy Garden,,377 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/15/06 16:21,16178346159,156389,"(42.349291, -71.15428)"
Harpoon Tap Room,,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16175619002,,"(42.3594, -71.0587)"
HARRISON CAFE,,177 Harrison,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,10004262828,156715,"(42.349154, -71.062307)"
Harvard Stadium Stand #2,,65 NORTH HARVARD,ALLSTON,MA,2134,Active,FT,Eating & Drinking w/ Take Out,4/13/09 12:34,16178339087,,"(42.3594, -71.0587)"
Harvard Stadium Stand #3,,65 NORTH HARVARD,ALLSTON,MA,2134,Active,FT,Eating & Drinking w/ Take Out,4/13/09 12:36,16178339087,,"(42.3594, -71.0587)"
Harvard Stadium Stand #4,,65 NORTH HARVARD,ALLSTON,MA,2134,Active,FT,Eating & Drinking w/ Take Out,4/13/09 12:37,16178339087,,"(42.3594, -71.0587)"
HAYMARKET PIZZA,,102 BLACKSTONE,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16177238585,,"(42.3594, -71.0587)"
Hen House,,1033 Massachusetts,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,2/22/12 8:14,16174429464,91941,"(42.32709, -71.06764)"
Herrera's Burritos,,8 Park,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16174262350,158173,"(42.351362, -71.06874)"
HERRERA'S MEXICAN GRILL  INC.,,11 Temple,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16174262350,157714,"(42.355262, -71.062458)"
Hi Lab Cafe,,125 Western,Allston,MA,2135,Active,FT,Eating & Drinking w/ Take Out,7/22/11 12:56,10000000000,148156,"(42.36403, -71.12407)"
HIDDEN KITCHEN,,535 Albany,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,17816480715,155811,"(42.338403, -71.066939)"
HI-FI PIZZA,,1508 Dorchester,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,16174369656,156760,"(42.299301, -71.060249)"
Honey Dew Donuts,,14 Maverick,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,4/22/11 13:28,16175674100,157627,"(42.369388, -71.03982)"
Honey Dew Donuts,,470 Meridian,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2/27/09 9:30,18579912021,,"(42.3594, -71.0587)"
Honey Dew Donuts,,700 Atlantic,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,17815953129,156723,"(42.3594, -71.0587)"
Hong Kong 888 Cafe,,888 South,Roslindale,MA,2132,Active,FT,Eating & Drinking w/ Take Out,7/6/12 10:33,16173238122,169825,"(42.28857, -71.134317)"
Hoshi Japanese Restaurant,,525 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,10/21/10 12:46,10000000000,143608,"(42.3492, -71.162949)"
HOST-JOHN ROCKETS-GATE 28,,300 Terminal,East Boston/,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16174386184,341352,"(42.3594, -71.0587)"
HOST-STARBUCKS (GATE B31),,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/10/07 11:52,16174386338,,"(42.3594, -71.0587)"
HOST-STARBUCKS-GATE C28 Trmnl C,,300 Terminal,East Boston/,MA,2128,Active,FT,Eating & Drinking w/ Take Out,3/10/07 11:29,16174386338,341352,"(42.3594, -71.0587)"
Host-Wolfgang Pucks-Gate 28,,300 LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16174386184,,"(42.3594, -71.0587)"
i Scream Works,,1872 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,5/6/08 9:27,16179086830,,"(42.3594, -71.0587)"
IDEAL CAFE 'D PIZZA,,482 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,3/23/07 10:45,16175243344,28073,"(42.31858, -71.11206)"
IDEAL SUB SHOP,,522 Dudley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,16174421560,155793,"(42.322343, -71.072418)"
IL MONDO,,682 Huntington,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,6/22/09 10:26,16173359833,156833,"(42.334854, -71.102439)"
IMPERIAL PIZZA,,329 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,17813223437,143519,"(42.34921, -71.15219)"
In Boston,,85 Bedford,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2/16/12 8:53,16173575400,156236,"(42.353107, -71.05868)"
In House Cafe,,190 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/3/07 13:19,16176863350,,"(42.3594, -71.0587)"
India Quality,,484 COMMONWEALTH ,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,10006288722,,"(42.3594, -71.0587)"
INDIA SAMRAAT,,51 Massachusetts,BOSTON,MA,2115,Active,FT,Eating & Drinking w/ Take Out,4/10/07 11:14,10000000000,,"(42.3594, -71.0587)"
Insomnia Cookies,,708 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,3/28/13 10:58,12122062403,41235,"(42.34954, -71.1054)"
Iron Wok (Unit F-3),,8 Park,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,6/18/12 8:17,16177422888,155883,"(42.351362, -71.06874)"
Isabelle's Curly Cakes,,81 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/10/09 13:19,10000000000,204891,"(42.35843, -71.07045)"
ISLAND STYLE INC.,,183 Washington,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,16173615485,158297,"(42.303349, -71.07876)"
